zipcode,all_reviews
11249,"This place is absolutely amazing. I live in NJ and used to shitty stores and boring environments. The first thing we notice was this fat little dog running... I order a ton of vinyl from Rough Trade both in the U.S. and U.K. I had visited the London stores and this was my first visit to the NYC location. First of... Love love love this recod store. It's a more pricey than other ones in the area but what's cool about it, you can listen to albums and there's a big section..."
11237,"Please never get rid of other half green City ipa. Thanks.

.
N.n
..Vvvvvvvvv b bb vbbb Really cozy and wonderful place with a neat backyard and perfect bar food. Had to dock them one star because their tables are wobbly and our drinks splashed... Drinks: 5/5
Great bar! They have a pretty decent drink menu and specials. I know Old Fashions are only $5 during happy hour everyday which is a great deal...."
11211,No Review No Review No Review
11237,"I came here for brunch with my best friend and it was great! Customer service is top notch, the food was cooked well and the drinks were tasty. Definitely... Where did this place come from? I came to see my friend Roman play at this place (it has a pretty cool live music stage) but I'm really not familiar with... Came here to celebrate a birthday with friends. The ambiance is very chill but it gets loud towards the end of the night, as it does at most restaurants but..."
11211,"I discovered Zamaans on a whim 5 years ago and I'm sad that it has changed so drastically because it used to be my favorite hangout spot in Brooklyn. 

When... I really enjoyed myself here. You guys know i'm a sucker for wings and there wings were pretty good. The music selection though  was impeccable. I'm talking... I've been coming to Zamaans for years, but haven't been back for the last two. At first Zamaans was a great spot and my friends and I were there almost..."
11216,"Issa vibe! Lovers Rock is a chill and inviting bar that always has me coming back. 

The decor is warm and sultry. On a Friday night, you can find the DJ... This bar is located in the heart of Brooklyn. Its a very very chilled bar. When I tell you that the crowd is extremely diverse, that would be an... Real chill. No food to eat but top notch cocktails that aren't weak. They have happy hour every day too. Well out of the area for me but it's proper good."
11206,"One of my favorite venue places to catch live music performances in the entire city. 

Reasonably priced alcoholic beverages with a convenient outdoor area... I don't know what I was expecting, but it wasn't this. My girlfriend and I were invited to a DJ set here, and were thankful the parking situation in the... The Paper Box might feel like an up and coming venue but it's been around for a handful of years. It is a super interesting warehouse-type space that has..."
11211,No Review No Review No Review
11249,"Loved this place from the moment I came in and found out I had experienced kava all wrong the last (and first) time. Kava is a powdered drink made from a... Dope ass kava and coffee. Amaze balls atmosphere, so relaxed omg A+++

Great to work from, watch the game, and just chill. Will be going back Cutest little place for when you want to hang with friends and sip on some delicious beverages. The decor is cozy/modern and generally has a calming vibe...."
11211,"Great dive bar. Awesome bartender John holding down the fort. One man show and he did an incredible job. Came here for my friend's 31st birthday and we had... I think I've been meaning to come here for the better part of a decade. Shows how long this place and myself have stuck around. But I never really had an... What a fun, cheap mess! The ""Country Club"" part is definitely ironic.

My friend dragged me to Bushwick Country Club on a Sunday night during my visit to..."
10001,"Cute spot that seems to attract every mullet haircut within a 100-mile radius. My friend and I arrived at 8pm on a Saturday to a very relaxed ambience and... This place is the basement bar your uncle had doing numbers games back in '83.. Gentrifiers would know nothing about that. The wood paneling and the booths... This place was empty on a Sunday at around 6pm, but super cute! It felt like I was having a date in the 60's. 60's music, roomie booths, a photo booth and..."
